State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Himachal Pradesh,Kangra,PMY Kangra,Cabbage,Cabbage,FAQ,25-02-2026,800,1000,900
Haryana,Kurukshetra,Ladwa APMC,Grapes,Green,Medium,25-02-2026,8000,9000,8500
Haryana,Panchkula,Raipur Rai APMC,Peas Wet,Other,Local,25-02-2026,2000,2200,2000
Haryana,Gurgaon,Sohna APMC,Spinach,Spinach,Local,25-02-2026,900,1000,1000
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Banana,Medium,Medium,25-02-2026,3500,4000,3800
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Carrot,Carrot,Local,25-02-2026,500,2000,1250
Haryana,Panchkula,Raipur Rai APMC,Cucumbar(Kheera),Other,Local,25-02-2026,1700,1800,1700
Himachal Pradesh,Hamirpur,PMY Hamirpur,Papaya,Other,Grade B,25-02-2026,5000,5200,5100
Himachal Pradesh,Kangra,PMY Kangra,Cauliflower,Cauliflower,FAQ,25-02-2026,800,1000,900
Andhra Pradesh,Chittor,Punganur APMC,Tomato,Hybrid,FAQ,25-02-2026,940,1140,1040
Kerala,Alappuzha,Chengannur APMC,Pumpkin,Other,FAQ,25-02-2026,2000,2300,2200
Kerala,Ernakulam,North Paravur APMC,Pumpkin,Other,Medium,25-02-2026,1800,2500,2000
Kerala,Kozhikode(Calicut),Quilandy APMC,Ginger(Green),Other,FAQ,25-02-2026,8000,8000,8000
Punjab,Pathankot,Pathankot APMC,Onion,Onion,Medium,25-02-2026,1800,1800,1800
Kerala,Ernakulam,North Paravur APMC,Ridgeguard(Tori),Other,FAQ,25-02-2026,5800,6500,6000
Himachal Pradesh,Mandi,PMY Kangni Mandi,Squash(Chappal Kadoo),Squash(Chappal Kadoo),Grade B,25-02-2026,1200,1800,1600
Kerala,Alappuzha,Chengannur APMC,Tomato,Tomato,FAQ,25-02-2026,3700,4000,3800
Uttar Pradesh,Shamli,Khandhla APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,3200,3300,3250
Himachal Pradesh,Mandi,PMY Kangni Mandi,Tomato,Tomato,Grade B,25-02-2026,800,2200,1600
Kerala,Ernakulam,North Paravur APMC,Snakeguard,Other,Medium,25-02-2026,3000,4000,3500
Uttar Pradesh,Shamli,Khandhla APMC,Onion,Red,FAQ,25-02-2026,1400,1500,1450
Kerala,Ernakulam,Angamaly APMC,Cauliflower,Cauliflower,FAQ,25-02-2026,5500,6500,6000
Kerala,Kozhikode(Calicut),Quilandy APMC,Potato,Other,FAQ,25-02-2026,2200,2300,2200
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Mousambi(Sweet Lime),Mousambi,Medium,25-02-2026,3000,3500,3300
Tripura,South Tripura,Manubazar,Banana - Green,Banana - Green,FAQ,25-02-2026,1800,2300,2000
Himachal Pradesh,Mandi,PMY Kangni Mandi,Pomegranate,Pomogranate,Grade B,25-02-2026,9000,16800,14000
Gujarat,Sabarkantha,Meghraj APMC,Wheat,Other,Local,25-02-2026,2450,2550,2550
Haryana,Kurukshetra,Ladwa APMC,Mousambi(Sweet Lime),Mousambi,Medium,25-02-2026,5000,5000,5000
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Orange,Medium,Medium,25-02-2026,7500,8000,7800
Gujarat,Vadodara(Baroda),Padra APMC,Pegeon Pea(Arhar Fali),Other,FAQ,25-02-2026,5500,6500,6000
Haryana,Hissar,Barwala(Hisar) APMC,Banana,Other,Local,25-02-2026,2000,4000,3000
Haryana,Faridabad,Ballabhgarh APMC,Onion,Onion,FAQ,25-02-2026,1200,1800,1500
Kerala,Ernakulam,Angamaly APMC,Cluster beans,Cluster Beans,FAQ,25-02-2026,3200,5000,4000
Haryana,Faridabad,Ballabhgarh APMC,Mousambi(Sweet Lime),Mousambi,Grade A,25-02-2026,3000,4000,3500
Kerala,Alappuzha,Cherthala APMC,Bhindi(Ladies Finger),Bhindi,FAQ,25-02-2026,4000,4200,4100
Odisha,Cuttack,Banki APMC,Bhindi(Ladies Finger),Bhindi,Medium,25-02-2026,6000,7000,6500
Uttar Pradesh,Shamli,Khandhla APMC,Tomato,Deshi,FAQ,25-02-2026,2300,2340,2320
Odisha,Dhenkanal,Hindol APMC,Brinjal,Brinjal,Grade B,25-02-2026,2000,3000,2500
Haryana,Gurgaon,Sohna APMC,Cabbage,Cabbage,Local,25-02-2026,800,1200,1000
Rajasthan,Ajmer,Madanganj Kishangarh APMC,Mustard,Other,Local,25-02-2026,4953,6171,6100
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Brinjal,Brinjal,FAQ,25-02-2026,1490,3035,2260
Kerala,Ernakulam,Thrippunithura APMC,Tomato,Tomato,Medium,25-02-2026,3800,4500,4000
Haryana,Rohtak,Meham APMC,Banana,Medium,Medium,25-02-2026,1700,1700,1700
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Potato,Potato,Local,25-02-2026,700,1200,950
Odisha,Dhenkanal,Hindol APMC,Cabbage,Cabbage,Grade B,25-02-2026,1800,2200,2000
Kerala,Ernakulam,Angamaly APMC,Drumstick,Drumstick,FAQ,25-02-2026,12000,16000,14000
Odisha,Bargarh,Padampur APMC,Cabbage,Cabbage,Grade A,25-02-2026,900,1100,1000
Kerala,Alappuzha,Cherthala APMC,Cabbage,Cabbage,FAQ,25-02-2026,3000,3200,3100
Rajasthan,Deeg,Sikri APMC,Bajra(Pearl Millet/Cumbu),Local,Non-FAQ,25-02-2026,1650,1750,1700
Punjab,Tarntaran,Naushera Pannuan APMC,Carrot,Other,Grade B,25-02-2026,600,600,600
Haryana,Kurukshetra,Ladwa APMC,Tomato,Tomato,Medium,25-02-2026,3500,4000,4000
Haryana,Kurukshetra,Ladwa APMC,Green Chilli,Green Chilly,Medium,25-02-2026,8000,9000,8500
Rajasthan,Ajmer,Madanganj Kishangarh APMC,Wheat,Other,Local,25-02-2026,2475,2475,2475
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Tomato,Tomato,FAQ,25-02-2026,455,885,670
Punjab,Tarntaran,Naushera Pannuan APMC,Cauliflower,Other,Grade B,25-02-2026,400,400,400
Haryana,Jhajar,Jhajjar APMC,Chikoos(Sapota),Other,Medium,25-02-2026,5000,5000,5000
Haryana,Hissar,Barwala(Hisar) APMC,Onion,Onion,Local,25-02-2026,1200,1500,1300
Himachal Pradesh,Chamba,PMY Chamba,Grapes,Other,Medium,25-02-2026,11000,12000,11500
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Brinjal,Brinjal,FAQ,25-02-2026,2000,2500,2200
Haryana,Rohtak,Meham APMC,Brinjal,Brinjal,Medium,25-02-2026,2000,2000,2000
Uttar Pradesh,Raebarelli,Lalganj APMC,Wheat,Dara,FAQ,25-02-2026,2400,2500,2450
Kerala,Ernakulam,Angamaly APMC,Elephant Yam(Suran)/Amorphophallus,Amorphophallus,FAQ,25-02-2026,3600,5500,4500
Haryana,Kurukshetra,Ladwa APMC,Brinjal,Brinjal,Medium,25-02-2026,1500,2000,1800
Punjab,Bhatinda,Bhagta Bhai Ka APMC,Brinjal,Other,Medium,25-02-2026,2300,2300,2300
Punjab,Bhatinda,Bhagta Bhai Ka APMC,Carrot,Other,Medium,25-02-2026,900,900,900
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Sweet Potato,Sweet Potato,Local,25-02-2026,1500,3500,2500
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Carrot,Carrot,FAQ,25-02-2026,1200,1300,1230
Kerala,Ernakulam,North Paravur APMC,Drumstick,Drumstick,FAQ,25-02-2026,12000,13500,13000
Punjab,Fazilka,Fazilka APMC,Potato,Potato,FAQ,25-02-2026,800,800,800
Himachal Pradesh,Mandi,PMY Kangni Mandi,Cauliflower,Cauliflower,Grade B,25-02-2026,200,1000,600
Tripura,South Tripura,Manubazar,Green Chilli,Green Chilly,FAQ,25-02-2026,14000,18000,15000
Haryana,Hissar,Barwala(Hisar) APMC,Tomato,Tomato,Local,25-02-2026,1000,2000,1500
Uttar Pradesh,Raebarelli,Lalganj APMC,Onion,Red,FAQ,25-02-2026,1100,1150,1125
Kerala,Pathanamthitta,Mezhuveli  VFPCK APMC,Tapioca,Other,Grade A,25-02-2026,2000,6500,2800
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Coriander(Leaves),Coriander,FAQ,25-02-2026,3700,4000,3800
Punjab,Fazilka,Fazilka APMC,Carrot,Carrot,FAQ,25-02-2026,1000,1000,1000
Punjab,Fazilka,Fazilka APMC,Cauliflower,Cauliflower,FAQ,25-02-2026,1200,1200,1200
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,1500,3000,2300
Assam,Nagaon,Dhing APMC,Potato,Potato,FAQ,25-02-2026,1100,1300,1200
Punjab,Fazilka,Fazilka APMC,Brinjal,Brinjal,FAQ,25-02-2026,1000,1000,1000
Uttar Pradesh,Raebarelli,Lalganj APMC,Carrot,Other,FAQ,25-02-2026,900,1050,1000
Himachal Pradesh,Mandi,PMY Kangni Mandi,Cucumbar(Kheera),Cucumbar,Grade B,25-02-2026,2000,4000,3000
Kerala,Alappuzha,Chengannur APMC,Carrot,Other,FAQ,25-02-2026,3900,4200,4000
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Leafy Vegetable,Other,FAQ,25-02-2026,900,1100,1000
Punjab,Fazilka,Fazilka APMC,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,3000,3000,3000
Tripura,Gomati,Nutanbazar APMC,Tomato,Hybrid,FAQ,25-02-2026,2850,3000,2950
Uttarakhand,Haridwar,Roorkee APMC,Bitter gourd,Other,Local,25-02-2026,650,850,750
Gujarat,Valsad,Chikli(Khorgam) APMC,Tinda,Other,FAQ,25-02-2026,5500,6000,5750
Rajasthan,Alwar,Kherli APMC,Mustard,Mustard,Non-FAQ,25-02-2026,6150,6480,6250
Uttar Pradesh,Prayagraj,Sirsa APMC,Paddy(Common),Common,FAQ,25-02-2026,2100,2380,2369
Kerala,Kottayam,Athirampuzha APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,FAQ,25-02-2026,4500,4700,4600
Tripura,Gomati,Nutanbazar APMC,Indian Beans(Seam),Indian Beans (Seam),FAQ,25-02-2026,3850,4000,3950
Uttarakhand,Haridwar,Roorkee APMC,Potato,Other,Medium,25-02-2026,800,1200,1000
Tripura,Gomati,Nutanbazar APMC,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,4850,5000,4950
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Pumpkin,Pumpkin,FAQ,25-02-2026,2000,2100,2050
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Bitter gourd,Bitter Gourd,FAQ,25-02-2026,1500,2600,2200
Uttarakhand,Haridwar,Manglaur APMC,Cauliflower,Other,Large,25-02-2026,1000,1400,1100
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Raddish,Raddish,FAQ,25-02-2026,1000,1100,1050
Odisha,Cuttack,Banki APMC,Raddish,Other,Small,25-02-2026,1000,1200,1100
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Cabbage,Cabbage,FAQ,25-02-2026,400,700,600
Andhra Pradesh,West Godavari,Eluru APMC,Lemon,Lemon,Local,25-02-2026,4500,7000,6100
Kerala,Kottayam,Athirampuzha APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,4500,4700,4600
Odisha,Cuttack,Banki APMC,Tomato,Other,Local,25-02-2026,1500,2000,1800
Kerala,Kottayam,Pampady APMC,Ginger(Green),Green Ginger,FAQ,25-02-2026,11000,15000,13000
Kerala,Kottayam,Pampady APMC,Little gourd(Kundru),Other,FAQ,25-02-2026,3000,4500,4000
Kerala,Kottayam,Pampady APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,FAQ,25-02-2026,4000,5000,4500
Punjab,Amritsar,Rayya APMC,Bhindi(Ladies Finger),Bhindi,FAQ,25-02-2026,1025,1025,1025
Odisha,Kalahandi,Junagarh APMC,Tomato,Other,Grade B,25-02-2026,1500,1900,1700
Punjab,Amritsar,Rayya APMC,Carrot,Carrot,FAQ,25-02-2026,1325,1325,1325
Punjab,Amritsar,Rayya APMC,Peas Wet,Other,FAQ,25-02-2026,1850,1850,1850
Punjab,Amritsar,Rayya APMC,Potato,Other,FAQ,25-02-2026,400,400,400
Kerala,Palakad,Pattambi APMC,Ginger(Green),Green Ginger,FAQ,25-02-2026,7000,8000,7500
Haryana,Rewari,Kosli APMC,Kinnow,Other,Medium,25-02-2026,2500,2500,2500
Haryana,Rewari,Kosli APMC,Onion,Other,FAQ,25-02-2026,2000,2000,2000
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Carrot,Carrot,Local,25-02-2026,800,1000,900
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Field Pea,Field Pea,Local,25-02-2026,1000,1200,1100
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Raddish,Raddish,Local,25-02-2026,450,600,500
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Cucumbar(Kheera),Cucumbar,Local,25-02-2026,1300,1500,1400
Uttar Pradesh,Saharanpur,Chutmalpur APMC,Turnip,Turnip,Local,25-02-2026,400,600,500
Andhra Pradesh,Chittor,Madanapalli APMC,Tomato,Local,FAQ,25-02-2026,1100,1250,1200
Tripura,North Tripura,Dasda APMC,Onion,Onion,FAQ,25-02-2026,3200,3600,3400
Manipur,Kakching,Kakching Market APMC,Rice,Other,Local,25-02-2026,5000,5000,5000
Gujarat,Navsari,Bilimora APMC,Green Chilli,Other,FAQ,25-02-2026,7000,8000,7500
Uttarakhand,Udhamsinghnagar,Sitarganj APMC,Bottle gourd,Other,Grade B,25-02-2026,1000,1800,1500
Himachal Pradesh,Chamba,PMY Chamba,Bottle gourd,Bottle Gourd,Medium,25-02-2026,2500,3000,2750
Gujarat,Panchmahals,Morva Hafad APMC,Maize,Deshi White,Local,25-02-2026,1750,2100,1925
Assam,Nagaon,Doomdumia APMC,Cabbage,Cabbage,FAQ,25-02-2026,1100,1300,1200
Kerala,Alappuzha,Harippad APMC,Colacasia,Other,FAQ,25-02-2026,5500,6000,5500
Punjab,Pathankot,Pathankot APMC,Bitter gourd,Bitter Gourd,Medium,25-02-2026,6500,6500,6500
Uttar Pradesh,Sambhal,Sambhal APMC,Bottle gourd,Bottle Gourd,FAQ,25-02-2026,450,550,500
Kerala,Alappuzha,Chengannur APMC,Ginger(Green),Green Ginger,FAQ,25-02-2026,6500,6800,6700
Gujarat,Panchmahals,Morva Hafad APMC,Wheat,Deshi,Local,25-02-2026,2400,2500,2450
Gujarat,Navsari,Bilimora APMC,Potato,Other,FAQ,25-02-2026,1000,1700,1300
Uttar Pradesh,Sambhal,Sambhal APMC,Cauliflower,Cauliflower,FAQ,25-02-2026,800,950,900
Uttar Pradesh,Sambhal,Sambhal APMC,Onion,Onion,FAQ,25-02-2026,1100,1400,1200
Manipur,Kakching,Kakching Market APMC,Potato,Other,FAQ,25-02-2026,1500,1500,1500
Kerala,Alappuzha,Harippad APMC,Cabbage,Cabbage,FAQ,25-02-2026,4000,4500,4000
Himachal Pradesh,Hamirpur,SMY Nadaun,Capsicum,Other,Grade B,25-02-2026,6000,6000,6000
Tripura,Gomati,Nutanbazar APMC,Cabbage,Cabbage,FAQ,25-02-2026,1050,1200,1150
Kerala,Kannur,Taliparamba APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,6900,7100,7000
Himachal Pradesh,Chamba,PMY Chamba,Capsicum,Capsicum,Medium,25-02-2026,5500,6000,5750
Kerala,Alappuzha,Harippad APMC,Bhindi(Ladies Finger),Other,FAQ,25-02-2026,4000,4500,4000
Manipur,Kakching,Kakching Market APMC,Ginger(Dry),Vegitable-fresh,Local,25-02-2026,4500,4500,4500
Uttar Pradesh,Kaushambi,Bharwari APMC,Rice,Other,FAQ,25-02-2026,2350,2500,2400
Tripura,South Tripura,Biokhora,Potato,Jalander,FAQ,25-02-2026,1700,1800,1750
Kerala,Alappuzha,Harippad APMC,Bitter gourd,Other,FAQ,25-02-2026,5000,5500,5000
Punjab,Mohali,Kurali APMC,Kinnow,Other,Medium,25-02-2026,3500,4000,3950
Himachal Pradesh,Chamba,PMY Chamba,Carrot,Carrot,Medium,25-02-2026,1500,2000,1750
Gujarat,Surendranagar,Chotila APMC,Wheat,Local,FAQ,25-02-2026,2250,2650,2500
Kerala,Ernakulam,Angamaly APMC,Amaranthus,Amaranthus,FAQ,25-02-2026,2500,3500,3000
Punjab,Moga,Moga APMC,Potato,Local,Medium,25-02-2026,400,420,410
Manipur,Kakching,Kakching Market APMC,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,25-02-2026,13500,13500,13500
Kerala,Malappuram,Kottakkal APMC,Cucumbar(Kheera),Other,Local,25-02-2026,3400,3400,3400
Gujarat,Narmada,Rajpipla APMC,Banana,Other,Medium,25-02-2026,2075,2225,2150
Kerala,Palakad,Pattambi APMC,Lemon,Other,FAQ,25-02-2026,3500,4000,3800
Haryana,Gurgaon,Gurgaon APMC,Onion,Other,Grade B,25-02-2026,1000,2000,1500
Kerala,Malappuram,Kottakkal APMC,Carrot,Other,Local,25-02-2026,3500,3500,3500
Kerala,Malappuram,Kottakkal APMC,Cowpea(Veg),Other,Local,25-02-2026,2800,2800,2800
Kerala,Malappuram,Kottakkal APMC,Onion,Other,Local,25-02-2026,2200,2200,2200
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Chikoos(Sapota),Sapota,Grade A,25-02-2026,3600,4000,3800
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Orange,Orange,Grade C,25-02-2026,7600,8000,7800
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Colacasia,Colacasia,FAQ,25-02-2026,2500,2500,2500
Haryana,Mewat,FerozpurZirkha(Nagina) APMC,Brinjal,Other,Local,25-02-2026,1800,2200,2000
Kerala,Alappuzha,Cherthala APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,4500,4700,4600
Kerala,Malappuram,Kottakkal APMC,Potato,Other,Local,25-02-2026,2400,2400,2400
Haryana,Panchkula,Barwala APMC,Tomato,Local,FAQ,25-02-2026,800,1600,1200
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Amla(Nelli Kai),Amla,Grade C,25-02-2026,5500,5900,5700
Gujarat,Surendranagar,Chotila APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,25-02-2026,6500,7500,7250
Gujarat,Rajkot,Upleta APMC,Bajra(Pearl Millet/Cumbu),Deshi,Local,25-02-2026,1600,1655,1625
Kerala,Ernakulam,North Paravur APMC,Little gourd(Kundru),Little gourd (Kundru),Medium,25-02-2026,3500,4500,4000
Himachal Pradesh,Chamba,PMY Chamba,Cucumbar(Kheera),Cucumbar,Medium,25-02-2026,3500,4000,3750
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Potato,Other,FAQ,25-02-2026,700,1000,900
Gujarat,Rajkot,Upleta APMC,Castor Seed,Castor seed,Local,25-02-2026,4500,6625,6200
Tripura,South Tripura,Biokhora,Tomato,Hybrid,FAQ,25-02-2026,2700,2800,2750
Haryana,Mewat,FerozpurZirkha(Nagina) APMC,Water Melon,Other,Local,25-02-2026,3000,3400,3200
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Custard Apple(Sharifa),Custard Apple(Sharifa),Grade A,25-02-2026,5800,6200,6000
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Capsicum,Capsicum,Grade C,25-02-2026,3800,4200,4000
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Tomato,Tomato,Grade A,25-02-2026,2000,2400,2200
Rajasthan,Churu,Churu APMC,Onion,1st Sort,FAQ,25-02-2026,1200,1300,1250
Kerala,Ernakulam,Perumbavoor APMC,Bhindi(Ladies Finger),Bhindi,Medium,25-02-2026,3500,4400,4000
Odisha,Sonepur,Birmaharajpur APMC,Brinjal,Other,Local,25-02-2026,2200,2500,2400
Kerala,Malappuram,Kottakkal APMC,Banana,Nendra Bale,Local,25-02-2026,3000,3000,3000
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Raddish,Raddish,Local,25-02-2026,1100,1500,1300
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Green Chilli,Green Chilly,FAQ,25-02-2026,1500,4500,3500
Punjab,Jalandhar,Nakodar APMC,Carrot,Carrot,Local,25-02-2026,820,820,820
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Pumpkin,Pumpkin,Local,25-02-2026,2800,3200,3000
Rajasthan,Ganganagar,Sriganganagar (F&V) APMC,Coriander(Leaves),Coriander,Local,25-02-2026,2300,2700,2500
Rajasthan,Churu,Churu APMC,Garlic,Average,FAQ,25-02-2026,5000,7000,6000
Madhya Pradesh,Khargone,Bhikangaon APMC,Wheat,Wheat,FAQ,25-02-2026,2325,2411,2411
Madhya Pradesh,Rewa,Chaakghat APMC,Wheat,Mill Quality,FAQ,25-02-2026,2425,2425,2425
Madhya Pradesh,Mandla,Mandla APMC,Wheat,Mill Quality,Non-FAQ,25-02-2026,2200,2201,2201
Punjab,Pathankot,Pathankot APMC,Cabbage,Cabbage,Medium,25-02-2026,600,600,600
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj APMC,Pea Pod/Pea Cod/हरी मटर,Peas cod,FAQ,25-02-2026,1600,1600,1600
West Bengal,Hooghly,Sheoraphuly APMC,Cabbage,Cabbage,FAQ,25-02-2026,1100,1200,1100
West Bengal,Hooghly,Sheoraphuly APMC,Tomato,Other,FAQ,25-02-2026,1400,1600,1500
Himachal Pradesh,Hamirpur,SMY Nadaun,Carrot,Other,Grade B,25-02-2026,1800,2000,1900
West Bengal,Hooghly,Sheoraphuly APMC,Potato,Other,FAQ,25-02-2026,720,740,730
Gujarat,Amreli,Damnagar APMC,Cauliflower,Cauliflower,Local,25-02-2026,2500,2500,2500
Punjab,Mohali,Lalru APMC,Cauliflower,Other,Local,25-02-2026,500,500,500
Haryana,Mahendragarh-Narnaul,Mohindergarh APMC,Carrot,Carrot,FAQ,25-02-2026,700,800,800
Gujarat,Amreli,Damnagar APMC,Coriander(Leaves),Coriander,Local,25-02-2026,3500,3500,3500
Gujarat,Amreli,Damnagar APMC,Green Chilli,Green Chilly,Local,25-02-2026,3800,3800,3800
Kerala,Ernakulam,Perumbavoor APMC,Beetroot,Beetroot,Medium,25-02-2026,2900,3600,3300
Punjab,Jalandhar,Nakodar APMC,Cucumbar(Kheera),Cucumbar,Local,25-02-2026,2000,2000,2000
Kerala,Ernakulam,Perumbavoor APMC,Tomato,Tomato,Medium,25-02-2026,3000,3800,3400
Kerala,Ernakulam,Perumbavoor APMC,Banana,Palayamthodan,Medium,25-02-2026,2500,3300,3000
Kerala,Kozhikode(Calicut),Palayam APMC,Amaranthus,Amaranthus,Local,25-02-2026,1500,1800,1500
Punjab,Mohali,Lalru APMC,Green Chilli,Other,Local,25-02-2026,4000,4000,4000
Gujarat,Junagarh,Bhesan APMC,Bengal Gram(Gram)(Whole),Other,FAQ,25-02-2026,4000,5000,4500
Punjab,Mohali,Lalru APMC,Carrot,Other,Local,25-02-2026,900,900,900
Kerala,Ernakulam,Perumbavoor APMC,Ginger(Green),Green Ginger,Medium,25-02-2026,5800,6500,6100
Kerala,Ernakulam,Perumbavoor APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Medium,25-02-2026,4800,5500,5100
Kerala,Kottayam,Kottayam APMC,Rice,Other,FAQ,25-02-2026,4600,5200,4900
Uttar Pradesh,Bulandshahar,Anoop Shahar APMC,Bottle gourd,Bottle Gourd,FAQ,25-02-2026,1800,2200,2000
Kerala,Ernakulam,Perumbavoor APMC,Little gourd(Kundru),Other,Medium,25-02-2026,3000,3600,3300
Uttarakhand,Dehradoon,Vikasnagar APMC,Onion,Other,Medium,25-02-2026,1000,1500,1500
Kerala,Kozhikode(Calicut),Palayam APMC,Banana - Green,Other,Local,25-02-2026,2200,2200,2200
Kerala,Kozhikode(Calicut),Palayam APMC,Beetroot,Other,Local,25-02-2026,3300,3300,3300
Uttarakhand,Dehradoon,Vikasnagar APMC,French Beans(Frasbean),Other,Medium,25-02-2026,2500,3000,3000
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi) APMC,Field Pea,Other,FAQ,25-02-2026,1800,1800,1800
Himachal Pradesh,Kangra,SMY Palampur,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,25-02-2026,2000,2200,2100
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi) APMC,Banana,Other,Medium,25-02-2026,2700,2700,2700
Himachal Pradesh,Kangra,SMY Palampur,Apple,Apple,Medium,25-02-2026,12000,14000,13000
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Wheat,Dara,FAQ,25-02-2026,2400,2500,2450
Kerala,Kozhikode(Calicut),Palayam APMC,Elephant Yam(Suran)/Amorphophallus,Other,Local,25-02-2026,2400,2400,2400
Kerala,Kozhikode(Calicut),Mukkom APMC,Brinjal,Brinjal,FAQ,25-02-2026,2800,3000,2900
Kerala,Kozhikode(Calicut),Palayam APMC,Raddish,Other,Local,25-02-2026,2500,2500,2500
Himachal Pradesh,Kangra,SMY Palampur,Banana,Banana - Ripe,Medium,25-02-2026,4500,4800,4600
Kerala,Kozhikode(Calicut),Mukkom APMC,Banana - Green,Banana - Green,FAQ,25-02-2026,2400,2600,2500
Punjab,Fazilka,Jalalabad APMC,Kinnow,Kinnow,Medium,25-02-2026,2600,2800,2700
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Potato,Desi,FAQ,25-02-2026,570,610,590
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Cauliflower,Local,FAQ,25-02-2026,1180,1240,1200
Kerala,Kozhikode(Calicut),Mukkom APMC,Pineapple,Other,Large,25-02-2026,8000,9000,8500
Himachal Pradesh,Kangra,SMY Palampur,Coriander(Leaves),Coriander,FAQ,25-02-2026,2500,3000,2800
Punjab,Ludhiana,Sahnewal APMC,Tomato,Tomato,FAQ,25-02-2026,3250,3250,3250
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,2400,2480,2450
Himachal Pradesh,Kangra,SMY Palampur,Green Chilli,Green Chilly,FAQ,25-02-2026,10000,11000,10500
Kerala,Kozhikode(Calicut),Palayam APMC,Onion,Other,Local,25-02-2026,1700,1800,1700
Punjab,Ludhiana,Sahnewal APMC,Cauliflower,Cauliflower,FAQ,25-02-2026,800,800,800
Himachal Pradesh,Kangra,SMY Jaisinghpur,Papaya,Other,Medium,25-02-2026,4600,5200,5000
Himachal Pradesh,Kangra,SMY Jaisinghpur,Grapes,Other,Medium,25-02-2026,12500,16500,14500
Himachal Pradesh,Kangra,SMY Jaisinghpur,Cabbage,Cabbage,FAQ,25-02-2026,1100,1200,1150
Punjab,Ludhiana,Khanna APMC,Kinnow,Kinnow,Grade A,25-02-2026,2500,2500,2500
Himachal Pradesh,Kangra,SMY Jaisinghpur,Raddish,Raddish,FAQ,25-02-2026,1900,2200,2000
Himachal Pradesh,Kullu,SMY Bhuntar,Tomato,Other,FAQ,25-02-2026,2000,2500,2300
Haryana,Rewari,Rewari APMC,Tomato,Other,Medium,25-02-2026,800,2000,1400
Himachal Pradesh,Kangra,SMY Jaisinghpur,Capsicum,Capsicum,FAQ,25-02-2026,5800,6500,6200
Himachal Pradesh,Kangra,SMY Jaisinghpur,Brinjal,Brinjal,FAQ,25-02-2026,3200,3800,3500
